dealer_id,employee_id,employee_name,employee_role,hire_date,employee_email,employee_phone,vin,vehicle_brand,vehicle_model,vehicle_year,vehicle_price_usd,sale_date,customer_state,sales_status
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,09958CVNX9FGLAEPP,Toyota,Camry,2015,19997,02-18-2024,GA,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,T31524XB1HAECEZ9G,Jep,Grand Cherokee,2017,26102,2025/08/10,CA,pendng
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,0AKHCA2FWPZP39KLM,Chevrolet,Silverado,2017,31605.35,2025-03-06,FL,in progress
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,SGVENX85YWK0X4LAX,Acura,MDX,2016,29876.77,2023-09-14,FL,Sold
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,NTEEB9B2PCT7K02RV,Chevrolet,Equinox,2018,$22373.31,2024-02-12,TX,Pending
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,ZCR8RET0RCP0176CC,Nisan,Rogue Sport,2021,27218.00,2023-09-17,AZ,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,2ZZ87A9J5LRE9UPKM,Nissan,Leaf,2018,8500,2024-10-22,AL,Sold
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,KDLTM2BVFP577LR3K,Chevrolet,Silverado,2017,31148.01,2025-03-22,ZZ,Delivered
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,GM7C9HF7JA430C4R7,Nissan,Altima,2018,19636.27,08-24-2023,PA,Pending
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,HA1PX30GK4TT40U2P,Honda,Accord,2016,19598.56,2025-06-12,NV,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,2YDL1AFK74FETR0FC,Jeep,Wrangler,2017,32106.54,2025-05-21,TX,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,RLC0SALFU2Z22NAEF,Chrysler,300,2021,27797,2025-07-19,CA,DELIVERED
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,TT517SY66B7HTE1RR,Honda,Civic LX,2013,8500,2024-05-18,UT,PENDING
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,N8NSSTPRNSZKGHF8A,Nissan,Sentra,2016,12446.43,2024-01-16,TX,Pending
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,47C9Z2M6H6XAAP1GX,Nissan,Sentra,2022,21327.36,2025-03-09,CA,Delivered
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,RGUS41NKK7AM38JX8,Chevrolet,Silverado,2021,38184,2024-07-13,ZZ,DELIVERED
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,ZNMVZX985F1V6KLY3,Chrysler,Pacifica,2020,29293.50,2024-11-03,FL,Sold 
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,BJSTFPL2GGE7DB2FG,Hyundai,Tucson,2018,22987.37,2022-09-29,NY,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,U5JM64WZ7RF5W03TK,For,Explorer,2022,36148.54,2022-10-28,AL,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,42SL11RTF4SUVU3NE,Chev,Equinox,2018,23280.60,2023-08-20,TX,In Progress
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,8PY3W806CYFKDU2E7,Ford,Explorer,2016,29506.62,04-13-2025,tx,Sold
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,WXLCHT7WN0DPHS4XA,Jeep,Wrangler,2018,35625.98,2023-02-26,MS,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,DDZKGJ8RXZ5NB1ZJT,Hyundai,Kona,2020,23316,2024-06-10,AL,Pending
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,06A91MB0SXE1N8KVX,Toyota,Tacoma,2018,29462.06,2023-02-22,NY,pending
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,EAP8F6D030DUCEWEP,Hnda,Civic LX,2016,12461,2022-09-18,FL,Delivered
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,9YL5ZXX034XSP1T05,BMW,X3,2021,$36659.34,2023-09-10,NV,Delivered
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,KGC6ZKJT0SRTWF2PE,Honda,Accord,2018,25138,03-27-2025,GA,Delivered
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,RA1DWCXKX9RKD259F,Nisan,Altima,2021,25382,2023-05-05,SC,Sold
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,SSEU4XFH340ZNXZBW,Honda,Civic LX,2019,15377.16,2023-10-26,mi,sold
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,VAYHW57BYPPPT7KB1,Honda,CR-V,2017,21826.09,2024-01-06,SC,In Progress
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,1R19GX8FMN96BCSWY,Chevrolet,Malibu,2015,12959.98,2025-01-22,CA,IN PROGRESS
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,Y2JF1R3SK4WY5JPJN,Chevrolet,Malibu,2020,23542.08,09-17-2023,UT,Sold
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,3W5UKNGJMBURRRBZF,Nisan,Rogue Sport,2019,0,2024-07-20,FL,CANCELLED
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,NPEM58X6S42C1X2CG,Chevrolet,Silverado,2018,37052.61,2025-01-08,TX,Delivered
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,DK65F9HMJ23X5BM6N,Chevrolet,Malibu,2016,16617.53,05-21-2022,NY,Delivered
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,LYKLKMD3WW5VMHJNA,Foord,Mustang,2020,$33227.78,2023-06-28,GA,Sold
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,PDMKDZCKCWYFDG3ML,Honda,Civic LX,2020,15348.46,2024-09-20,MI,Delivered
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,7JHUY3PPDGF7V4XTZ,Toyota,Corolla,2016,16006.03,2024-07-24,CO,sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,YZPANVTEWW9XAHYY2,Hyundia,Kona,2018,21588.42,2024-01-06,MS,Sold
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,DWXBPYZEKUBY1L1MH,Chevrole,Malibu,2020,20628,2025/09/11,NV,sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,79KNY7WXKGJPC61HA,Toyota,RAV4,2017,22488,2022-11-28,CA,delivered
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,5HUKLUHA9GPZXUKVS,Nissan,Sentra,2015,10317,2023-11-18,tx,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,WYNF6JF6G6W67RRKT,Ford,F150,2018,37056.54,2023-09-22,VA,Delivered 
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,GXEW623SSL71EYP44,Ford,F-150,2020,37899.76,2023-09-06,Washington,Sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,1X8DFPJAKK5V15NPX,Chevrolet,Equinox,2018,$24235.30,30/09/2025,CA,Pending
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,ZHVBS42X1214PM7JN,Ford,F-150,2022,39324,2025-05-14,GA,Sold
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,64M69451ZRM4A8S9U,Ford,F-150,2019,$40734.37,2024-05-02,MI,sold
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,7EWDYA7697Y3ZVVLC,Hyundai,Kona,2022,$25693.55,2024-04-26,Illinois,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,TAHMK50MTS8MCYFKK,Ford,Fusion,2013,11333,2025-06-13,CA,Sold
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,R117TK4AV51XCGZ4U,Hyundai,Elantra,2015,10992,2023-02-21,FL,Pending
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,GG5ZRVTNCBFDPHHFJ,Nissan,Rogue Sport,2021,24471.45,26/09/2025,OR,Sold
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,EUD11YDTTM5E8N2M8,Chevrolet,Malibu,2020,21338.18,2024-06-20,AZ,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,UKY2A98742ERA17HZ,Ford,Explorer,2021,33513.71,2023-01-31,SC,Delivered
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,8F5NJCNBS81EW85BC,Chrysle,200,2014,8500,2023-09-13,CA,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,CSJAMDWG6LEGH8REN,Nissan,Rogue Sport,2022,22582.30,2025-12-22,wa,In Progress
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,5SCJG1LB8FAAMFV37,Toyota,Camry,2015,17321,2023-08-17,VA,delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,G09R6PUDNHK78MLCD,Nissan,Leaf,2017,0,2023-06-11,TX,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,NXRHXRGS3N1RE78D4,For,Explorer,2017,31866.02,2025-06-13,NC,SOLD
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,VLLRF38P76UA4SSX4,onda,CR-V,2017,24293,08-05-2025,AZ,soldd
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,A3PJZVSFB7WL6B66J,Acura,ILX,2021,26282.40,2024-10-12,TX,delivered
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,YD90DH106C00MEPJY,Tota,RAV4,2020,30231.51,2022-06-25,TX,DELIVERED
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,7V50EN6FF2MVEGLUH,Honda,CR-V,2019,25685.90,17/11/2024,Washington,pendng
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,Y3YX856WJWLTR70VD,Ram,1500,2018,0,20/12/2023,NV,Pending 
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,CXZK05LWHB28K6XKA,Chrysle,300,2016,16889,2024/07/21,TX,Delivered 
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,B2R5ZFXDNRUNBF5F9,Kia,Sportage,2021,-24877.14,17/08/2024,PA,soldd
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,535VL43JfKPW7YE1F,Chrysler,200,2016,12932.70,2024-07-23,CA,DELIVERED
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,KTW7HV3M8SBHU8E07,Honda,Civic LX,2013,8500.00,16/08/2025,TX,pendng
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,ZDVVE9NMGLXXWU0GZ,Ford,Fusion,2015,13215,2022/07/12,CA,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,H36EHJB7ZW0J5YMWB,Honda,Accord,2018,26714.97,2022-02-23,VA,delivered
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,HTCEWAGHPNMZBFKUZ,Foord,F-150,2018,34146.90,2025-10-20,GA,sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,970M5GMZ14P9R3HXH,Ford,Escape,2022,26568.74,2024/07/12,CA,sold
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,NE70MA8G25FHK22G,Ford,Fusion,2020,19220.86,05-20-2025,FL,PENDING
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,HT88RJBGDE8BM1XKW,Chevrolet,Tahoe,2021,47690.51,2022-02-25,CA,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,5X156CCMWL84JW18H,Chevrolet,Tahoe,2020,42915.60,2024-07-18,IL,Sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,0ZBY1G4ZZ3ZDSSSWF,Toyota,Tacoma,2020,36802,2022-04-11,CA,sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,GPY89YLW04N8EPVTD,Tota,Tacoma,2018,30766,2024/10/20,North Carolina,Pending
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,XN32T96MBM8P6U4DN,Toyota,Corolla,2022,23318.42,2022/03/22,FL,delivred
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,NBSW6844CNLUJBTUM,Ram,1500,2022,38464.43,2022-09-26,NY,sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,9HT8FSHXY1S4PKGMP,Chrysler,200,2015,10767.25,2024-04-19,TX,Delivered
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,CDST1W0HS51A2TWFS,Chevrolet,Equinox,2021,24187.01,2025-03-15,FL,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,T9EZ3X6BDM5JA2NWX,Ford,F-150,2021,42775.46,23/04/2022,OR,Pending
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,30M21RBBRF6NTLD24,Hyundai,Elantra,2022,21663.25,16/12/2022,Neavda,Sold
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,4PPVN3M3KBVTS5S0,Ram,1500,2016,32378,2024-11-23,AZ,soldd
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,CAT91W20JCMTL98Y6,Nissan,Altima,2016,15850,2023-07-05,NC,Delivered
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,4LX8K5DNKDRMC7TL6,Kia,Optima,2020,17504.33,2025-12-02,SC,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,PAM3ES8GYBVH20gXK,Ford,Escape,2017,20354.02,2025-09-15,OR,Delivered
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,VXDE1F2TMS2FBPL12,Ford,Explorer,2019,34805.30,2025-09-04,TX,Sold
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,4F40M44FC9Y6RK8FV,Tesla,Model 3,2020,36160.51,2022-10-10,wa,Delivered
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,TZTF9BH6MM2CF3WX6,Chevrolet,Tahoe,2015,35478,18/10/2024,WA,delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,8W02WFJJANHBNBP7K,Honda,Civic,2021,20045.44,2024-08-26,Pennsylvania,In Progress
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,V2DYAG438VC82898R,Toyota,Corolla,2017,0,2024-06-11,NY,Sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,RY6JV1307LPVF7JMN,Ford,Explorer,2021,31984,31/10/2024,FL,SOLD
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,RHR8TYZCUK9GD56HG,Ford,Fusion,2018,16020.87,11-04-2024,Florid,sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,JHN53AS7YV9LFU030,Tesla,Model Y,2020,46661.88,2023-10-17,CA,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,EFYX2L4D2CKDV32WX,Toyota,Tacoma,2022,38152.94,2022-04-17,va,delivred
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,1JVPF9WYLBBTSW49H,Tesla,Model Y,2022,51087.93,2025-04-17,alifornia,Delivered
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,RZWVJ1SGXN06GK43F,Honda,Civic,2022,25774.29,2024-02-07,SC,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,LK9J86J9HP67CL0H3,Chevrolet,Equinox,2022,26264.80,2023-04-17,WA,Cancelled
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,AHZEC37W5Y17JJ965,Chevrolet,Silverado,2017,31588,09-03-2022,TX,pendng
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,HFNDN79BHMBUPS5FX,Toyota,Corolla,2022,25460.68,2022-11-01,NV,delivered
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,LDXMBDW1GXK3XT1HD,Toyota,Corolla,2016,13282.38,2025-08-16,CA,In Transit
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,SJW35F9PK0LS45CA6,Honda,Civic LX,2014,11875,2024-09-06,AL,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,F2HJU4P9XYT5USXYP,Chrysler,200,2015,$8500.00,2024-01-23,GA,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,B5HZ1Z1MAH60N5ARB,Ford,Escape,2020,$21536.90,2025-09-07,IL,Delivered 
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,U98LNMEJEJTRUnBT6,Hnda,Civic LX,2018,12255,12-02-2024,OR,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,XA2NYFBR4ESNLyWEG,Ford,Explorer,2019,-32766.44,21/08/2025,OH,DELIVERED
D007,E1013,Kevin Martin,Sales consultant,2016-01-11,kevin.martin@sunsetautos.com,555-321-9090,HFDC1XEJD5DW4EGDD,BMW,328i,2015,19203,2023-02-25,CA,Sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,NGGAENJ9TZ375MSJ,Chevrolet,Equinox,2022,26370.13,2023/06/21,CA,Delivered
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,D4ZNNNEYN76YYW3YL,Ford,Fusion,2018,$16946.06,2025-11-16,Texas,PENDING
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,0AEZBHKV5N0CBNNVM,Nissan,Rogue Sport,2020,24837,2023-03-28,ZZ,cancelled
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,0L4EHKJNN10X4SCNV,Ram,1500,2022,38100.50,2023-01-26,fl,Sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,86MX0787U2CPRN5S2,Chevrolet,Malibu,2021,19926.84,24/05/2024,MI,delivered
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,XU1BM5RTEZFV99FUR,Honda,CR-V,2018,25056.61,2022-01-07,NY,PENDING
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,WVZ22A79K2RRP7R66,Jeep,Wrangler,2018,35514.30,2022/11/14,OH,SOLD
006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,342WXBCJKY21P2E1N,Chevrolet,Tahoe,2017,34809.07,12-21-2023,Colorado,sold
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,D0ALX32LHJ37E1PJP,For,Explorer,2019,30970,2025-09-06,PA,Sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,866CFV6ZW2M3SM461,Hyunday,Elantra,2018,16629,2023/07/13,Florida,Delivered
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,0EG9X35LTP9C6BE61,Tesla,Model Y,2022,48004.20,2023-03-02,ms,Delivered
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,BGMVH2LEAUK5ZMPCP,Hundai,Tucson,2019,22668.57,2022-08-17,TX,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,AYNERGLLC39GXXNP2,Hnda,Civic,2015,13040,2022-03-12,California,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,8GLTGX1JYMX7EYB51,Honda,Accord,2016,18340.60,23/07/2025,NY,Pending
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,5YJUXC3VBRYYSPDSR,Honda,Civic LX,2016,$10305.55,2023-05-15,Texas,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,WLNS4MSWV5NU7F021,For,Escape,2018,22091,2024-07-24,ca,Delivered
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,6V17EYJ7NKNAA9082,Jeep,Wrangler,2016,29045.46,2025-12-12,TX,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,80D14SS7C0BKT6KTS,Tesla,Model 3,2021,41002.55,2025-11-01,Arizona,Sold
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,W3FGZKUP2WAL8AGE3,Hyundai,Sonata,2018,17651.02,2024-09-06,GA,in progress
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,35GLFVF1hUEYBS78G,Chevrolet,Malibu,2018,18499.49,01-19-2025,Texas,CANCELLED
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,021DZYGA62JBHUS05,Toyota,RAV4,2019,27011.22,2024-06-14,Mississippi,Pending
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,7G1VNK9CJ8FW6L5H7,Tota,RAV4,2022,30848.03,25/03/2023,NV,sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,8FYREY114RRTHVFHF,Ford,Fusion,2019,16989.68,2024-03-31,CA,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,RG2A6XKVR86KVKCXW,Nisan,Altima,2019,20200,2025/04/28,PA,Pending
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,DM82WLB2Y47Z22EVV,Hyundai,Tucson,2016,16473.49,2023-11-13,OR,Delivered
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,NA0GK14LDGZ7MDH9Y,Ford,Fusion,2020,18490.04,2025-08-13,tx,pendng
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,1U50AHHFH89RB7UGM,Nissan,Rogue Sport,2022,$29192.61,2025-09-10,Washington,pending
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,HPHMMA5XHCJPLFTCF,Jeep,Grand Cherokee,2021,33419.86,2024-05-18,WA,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,9PGCSCNKWPJPZUJ4E,Ford,Explorer,2022,34546,2023-09-06,Ohio,RETURNED
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,9L3KX41BSEUHH3EYF,Hyundai,Kona,2018,20373.43,04-28-2023,NC,delivered
D015,E100,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,UGDLX1MZ27JTA9KJK,Hnda,Civic,2016,13321,2025-01-24,NC,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,RWFW3XFFESFLDFV8A,Toyota,Tacoma,2017,28899.12,2024-07-24,GA,Delivered
